author,date,comment
Sean Anthony,2017-04-14T04:00:00.000Z,"Night in the Woods is a fantastic narrative with a beautiful artstyle, theme and plenty of small touches occupying a wonderful world full of loving characters covering a sinister story underneath."
Raymond Porreca,2017-03-30T04:00:00.000Z,"All of this -- the unique pieces that make up Night in the Woods -- goes back to why it's so damn hard to define the game. There isn't an adequate term for titles that blend clunky platforming with choose-you-own-adventure friendship simulators. Nor is there a word to describe games that feature knife-fighting minigames and Guitar Hero-inspired band practices. But, again, maybe that's a big part of Night in the Woods' appeal. It's a confident outsider, and one that takes pleasure is celebrating the weird ways that everything comes together in life."
Seamus Mullins,2017-03-27T04:00:00.000Z,"Featuring a quirky and charming art style and a fittingly subtle and cute soundtrack, Night in the Woods is a serious look at life and at its hardest moments in its various forms – In particular mental health and making the transition to adulthood. It's also a look at the best bits of life, deep and meaningful relationships and connections, edgy clothes, and of course terrible puns. It's a tight knit package with more depth than I ever could have imagined going in, and well worth the price of admission."
Afshin Piroozi,2017-03-27T04:00:00.000Z,"Night in the Woods has a great and deep story but in terms of gameplay, doesn't have anything new or creative but the story always make you want to finish the game."
Kat Brewster,2017-03-14T04:00:00.000Z,"This brilliant patchwork of storytelling, vandalism and melancholic reminiscences at the local mall is set to go down as a millennial classic"
Hayden Dingman,2017-03-14T04:00:00.000Z,"Night in the Woods may be a pastiche of influences, but as far as video games go, there's really nothing else like it, and there's a lot to be learned from spending a dozen days in Mae's life—about her and her friends, about yourself, about America and towns forgotten by time."
Hossein Sadri,2017-03-13T04:00:00.000Z,"As a gamer, I care about ""how to say"" more than ""what to say"". Night in the Woods has a great story but doesn't know how to narrate it. So all we have is a boring adventure game that makes you fall asleep."
Carlos G. Gurpegui,2017-03-13T04:00:00.000Z,"Night in the Woods is an universal game about the fear of becoming and adult. A fear to struggle with politcs, money and family. A fear to lose your beloved ones and yourself. A fear to life itself. But it's also a survival guide to life and adultness and one of the best written videogames of the last few months."
Stephan Adamus,2017-03-13T04:00:00.000Z,"The Samurai Jack-like graphics seem cutesy, but Night in the Woods earns a master class in tone."
Tiago Herrmann,2021-05-06T00:00:00.000Z,"Outer Wilds is an immersive space exploration experience that oozes originality. Its vibrant world design works as a great puzzle full of beauty and charm that always aims to stimulate the player's curiosity, while transmitting the fear of the new and the inhospitable. Even with occasional failures, here we have an experience marked by creative excellence that exposes the true concept of freedom in electronic games."
Zach Snyder,2020-01-16T00:00:00.000Z,"Outer Wilds is a great piece of work, one absolutely deserving of titles and high praise."
Jon Peltz,2019-11-21T00:00:00.000Z,"Outer Wilds is a meditative, slow, but ultimately rewarding sci-fi extravaganza that everyone looking for an adventure should play — but be prepared for some frustration and repetition."
Stephen Tailby,2019-11-02T00:00:00.000Z,"This is a game that presents itself in a unique way, and trusts you to put together its compelling mystery without assistance"
Isaac Monterose,2019-10-29T00:00:00.000Z,"In the end, Outer Wilds is all about exploring a mysterious solar system and finding out its secrets. I had a fun time flying around in space and it’s good for the gaming industry as a whole to have an adventure game like this that’s about exploring a world without having to shoot or fight enemies. However, Outer Wilds doesn’t do a great job at guiding players. Instead, you are left aimlessly exploring until you figure out what to do next."
Brad Lang,2019-10-24T00:00:00.000Z,"Outer Wilds is a monumental success in video game design and storytelling and should be experienced by anyone who sees the value in immersive, interactive storytelling despite its graphical hitches on PS4"
Meghan Hughes,2019-10-21T00:00:00.000Z,"Though occasionally frustrating, Outer Wilds presents a unique experience to explore a world with few limitations."
John-Paul Jones,2019-10-21T00:00:00.000Z,"Outer Wilds is a furiously imaginative work that elevates storytelling and player discovery to a whole new level. Though less than inspired puzzles and some technical issues threaten to take the sheen off the experience, Outer Wilds nonetheless sits in a class all its own on PS4."
Maddy Myers,2019-10-15T00:00:00.000Z,"Outer Wilds is not a power fantasy. It is a game about discovering how little power you have, and how maybe that isn’t as scary as you might initially have thought. The galaxy is huge, but you can still make your mark on a small part of it."
Thomas Hughes,2019-07-16T04:00:00.000Z,"At its core, Outer Wilds is a game about exploration, knowledge and experimentation. It's the sum of all those parts and more, perfectly blending them together to create one of the most fascinating games of this generation. Outer Wilds proves a micro - as opposed to a macro - take on space exploration works just as well, if not better."
Colin Campbell,2019-07-11T04:00:00.000Z,"I encounter other space explorers of my own kind. They are bizarre, likable clue-givers who provide moments of comic relief. I perpetrate no violence in this game. I am never required to fire a laser gun or grapple with enemies. (How few are the games, set in space, that absent themselves from combat.) Yet, the worlds I visit can be hostile, releasing their secrets with the greatest reluctance."
